,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,"(1.8046875, 2.3203125)","(1.82421875, 2.75390625)","(1.43359375, 2.75)","(1.1484375, 3.2734375)","(1.06640625, 3.8203125)","(2.19921875, 2.76953125)","(2.53125, 3.2734375)","(2.6484375, 3.8515625)","(1.62109375, 3.58203125)","(1.3046875, 3.51953125)","(1.49609375, 4.296875)","(2.0390625, 3.57421875)","(2.39453125, 3.5625)","(2.171875, 4.3046875)","(1.734375, 2.23828125)","(1.890625, 2.2421875)","(1.6328125, 2.2578125)","(2.01953125, 2.2734375)"
1,"(1.8046875, 2.3203125)","(1.82421875, 2.75390625)","(1.43359375, 2.75)","(1.1484375, 3.2734375)","(1.0625, 3.8203125)","(2.19921875, 2.76953125)","(2.53125, 3.2734375)","(2.6484375, 3.8515625)","(1.62109375, 3.58203125)","(1.3046875, 3.51953125)","(1.4921875, 4.296875)","(2.0390625, 3.57421875)","(2.39453125, 3.5625)","(2.171875, 4.3046875)","(1.734375, 2.23828125)","(1.890625, 2.2421875)","(1.6328125, 2.2578125)","(2.01953125, 2.2734375)"
2,"(1.80859375, 2.30078125)","(1.82421875, 2.734375)","(1.4375, 2.7265625)","(1.15625, 3.25390625)","(1.06640625, 3.8125)","(2.1953125, 2.75)","(2.53125, 3.27734375)","(2.64453125, 3.84375)","(1.625, 3.5546875)","(1.3125, 3.5)","(1.49609375, 4.29296875)","(2.04296875, 3.546875)","(2.38671875, 3.546875)","(2.171875, 4.30078125)","(1.73828125, 2.21875)","(1.890625, 2.22265625)","(1.63671875, 2.234375)","(2.0234375, 2.25)"
3,"(1.80859375, 2.30078125)","(1.82421875, 2.734375)","(1.4375, 2.7265625)","(1.15625, 3.25390625)","(1.06640625, 3.8046875)","(2.1953125, 2.75)","(2.53125, 3.27734375)","(2.64453125, 3.83984375)","(1.62109375, 3.5546875)","(1.30859375, 3.51171875)","(1.4921875, 4.296875)","(2.04296875, 3.546875)","(2.3828125, 3.54296875)","(2.17578125, 4.296875)","(1.73828125, 2.21875)","(1.890625, 2.22265625)","(1.63671875, 2.23828125)","(2.0234375, 2.25)"
4,"(1.8046875, 2.27734375)","(1.82421875, 2.71484375)","(1.4375, 2.70703125)","(1.16015625, 3.24609375)","(1.06640625, 3.79296875)","(2.1875, 2.734375)","(2.51953125, 3.2734375)","(2.640625, 3.81640625)","(1.61328125, 3.5234375)","(1.3046875, 3.51953125)","(1.49609375, 4.296875)","(2.02734375, 3.515625)","(2.3828125, 3.5546875)","(2.17578125, 4.29296875)","(1.734375, 2.19140625)","(1.890625, 2.1953125)","(1.6328125, 2.21875)","(2.0234375, 2.234375)"
5,"(1.8046875, 2.27734375)","(1.82421875, 2.71484375)","(1.4375, 2.70703125)","(1.16015625, 3.24609375)","(1.06640625, 3.79296875)","(2.1875, 2.734375)","(2.51953125, 3.2734375)","(2.640625, 3.81640625)","(1.6171875, 3.5234375)","(1.3046875, 3.51953125)","(1.49609375, 4.296875)","(2.02734375, 3.515625)","(2.3828125, 3.55078125)","(2.17578125, 4.29296875)","(1.734375, 2.19140625)","(1.890625, 2.1953125)","(1.6328125, 2.21875)","(2.0234375, 2.234375)"
6,"(1.80078125, 2.2578125)","(1.8203125, 2.6953125)","(1.43359375, 2.68359375)","(1.171875, 3.23046875)","(1.06640625, 3.78125)","(2.18359375, 2.71484375)","(2.515625, 3.2734375)","(2.6328125, 3.8046875)","(1.61328125, 3.47265625)","(1.30859375, 3.5234375)","(1.49609375, 4.296875)","(2.02734375, 3.46875)","(2.3671875, 3.54296875)","(2.17578125, 4.296875)","(1.73046875, 2.17578125)","(1.88671875, 2.1796875)","(1.6328125, 2.19921875)","(2.01953125, 2.21875)"
7,"(1.80078125, 2.2578125)","(1.8203125, 2.6953125)","(1.43359375, 2.68359375)","(1.171875, 3.23046875)","(1.0625, 3.78125)","(2.18359375, 2.71484375)","(2.515625, 3.2734375)","(2.6328125, 3.8046875)","(1.61328125, 3.47265625)","(1.30859375, 3.5234375)","(1.49609375, 4.296875)","(2.02734375, 3.46875)","(2.3671875, 3.54296875)","(2.17578125, 4.296875)","(1.73046875, 2.17578125)","(1.88671875, 2.1796875)","(1.6328125, 2.19921875)","(2.01953125, 2.21875)"
8,"(1.80078125, 2.2578125)","(1.8203125, 2.6953125)","(1.43359375, 2.68359375)","(1.17578125, 3.2265625)","(1.0625, 3.78515625)","(2.18359375, 2.71484375)","(2.515625, 3.27734375)","(2.6328125, 3.8046875)","(1.609375, 3.47265625)","(1.30859375, 3.5234375)","(1.49609375, 4.296875)","(2.02734375, 3.46875)","(2.3671875, 3.54296875)","(2.17578125, 4.29296875)","(1.73046875, 2.17578125)","(1.88671875, 2.1796875)","(1.6328125, 2.19921875)","(2.01953125, 2.21875)"
9,"(1.80078125, 2.2578125)","(1.8203125, 2.6953125)","(1.43359375, 2.68359375)","(1.17578125, 3.2265625)","(1.0625, 3.78125)","(2.18359375, 2.71484375)","(2.515625, 3.2734375)","(2.6328125, 3.8046875)","(1.609375, 3.47265625)","(1.30859375, 3.5234375)","(1.49609375, 4.296875)","(2.02734375, 3.46875)","(2.3671875, 3.54296875)","(2.17578125, 4.29296875)","(1.73046875, 2.17578125)","(1.88671875, 2.1796875)","(1.6328125, 2.19921875)","(2.01953125, 2.21875)"
10,"(1.796875, 2.25)","(1.8203125, 2.67578125)","(1.43359375, 2.66796875)","(1.1796875, 3.19921875)","(1.06640625, 3.7578125)","(2.1875, 2.6953125)","(2.51171875, 3.25)","(2.6328125, 3.77734375)","(1.61328125, 3.42578125)","(1.31640625, 3.515625)","(1.49609375, 4.29296875)","(2.03515625, 3.42578125)","(2.359375, 3.52734375)","(2.17578125, 4.2890625)","(1.7265625, 2.16796875)","(1.8828125, 2.171875)","(1.6328125, 2.18359375)","(2.01953125, 2.20703125)"
11,"(1.796875, 2.25)","(1.8203125, 2.67578125)","(1.43359375, 2.66796875)","(1.1796875, 3.19921875)","(1.06640625, 3.7578125)","(2.1875, 2.6953125)","(2.51171875, 3.25390625)","(2.6328125, 3.77734375)","(1.61328125, 3.42578125)","(1.31640625, 3.51171875)","(1.49609375, 4.29296875)","(2.03515625, 3.42578125)","(2.359375, 3.52734375)","(2.17578125, 4.2890625)","(1.7265625, 2.16796875)","(1.8828125, 2.171875)","(1.6328125, 2.18359375)","(2.01953125, 2.203125)"
12,"(1.79296875, 2.24609375)","(1.8203125, 2.66015625)","(1.4375, 2.6484375)","(1.171875, 3.1875)","(1.06640625, 3.71875)","(2.18359375, 2.68359375)","(2.51171875, 3.2421875)","(2.625, 3.7578125)","(1.609375, 3.39453125)","(1.31640625, 3.4921875)","(1.4921875, 4.30078125)","(2.0234375, 3.39453125)","(2.34765625, 3.515625)","(2.1796875, 4.2890625)","(1.7265625, 2.1640625)","(1.8828125, 2.16796875)","(1.6328125, 2.1796875)","(2.01953125, 2.19921875)"
13,"(1.79296875, 2.24609375)","(1.8203125, 2.66015625)","(1.4375, 2.6484375)","(1.171875, 3.1875)","(1.06640625, 3.71875)","(2.18359375, 2.68359375)","(2.51171875, 3.2421875)","(2.625, 3.76171875)","(1.609375, 3.39453125)","(1.31640625, 3.49609375)","(1.4921875, 4.30078125)","(2.0234375, 3.3984375)","(2.3515625, 3.515625)","(2.1796875, 4.2890625)","(1.7265625, 2.1640625)","(1.8828125, 2.16796875)","(1.6328125, 2.1796875)","(2.01953125, 2.19921875)"
14,"(1.79296875, 2.234375)","(1.81640625, 2.62109375)","(1.43359375, 2.61328125)","(1.171875, 3.1484375)","(1.0625, 3.66796875)","(2.1796875, 2.6484375)","(2.4921875, 3.17578125)","(2.62109375, 3.6953125)","(1.61328125, 3.3515625)","(1.328125, 3.46484375)","(1.48046875, 4.2890625)","(2.03125, 3.34765625)","(2.328125, 3.484375)","(2.1796875, 4.2890625)","(1.7265625, 2.1484375)","(1.87890625, 2.15625)","(1.625, 2.16796875)","(2.015625, 2.18359375)"
15,"(1.79296875, 2.234375)","(1.81640625, 2.62109375)","(1.43359375, 2.61328125)","(1.171875, 3.1484375)","(1.0625, 3.671875)","(2.1796875, 2.6484375)","(2.4921875, 3.17578125)","(2.62109375, 3.6953125)","(1.61328125, 3.34765625)","(1.328125, 3.46484375)","(1.48046875, 4.2890625)","(2.02734375, 3.34765625)","(2.328125, 3.484375)","(2.17578125, 4.29296875)","(1.7265625, 2.1484375)","(1.87890625, 2.15625)","(1.62890625, 2.16796875)","(2.015625, 2.18359375)"
16,"(1.78515625, 2.20703125)","(1.81640625, 2.578125)","(1.4375, 2.56640625)","(1.16796875, 3.10546875)","(1.0625, 3.62890625)","(2.1796875, 2.6015625)","(2.5, 3.1328125)","(2.6171875, 3.640625)","(1.6171875, 3.26171875)","(1.3203125, 3.46484375)","(1.4765625, 4.28515625)","(2.03515625, 3.2734375)","(2.32421875, 3.45703125)","(2.1796875, 4.28515625)","(1.71875, 2.125)","(1.87109375, 2.12890625)","(1.62109375, 2.13671875)","(2.00390625, 2.1640625)"
17,"(1.78515625, 2.20703125)","(1.81640625, 2.578125)","(1.4375, 2.56640625)","(1.16796875, 3.10546875)","(1.0625, 3.62890625)","(2.1796875, 2.60546875)","(2.5, 3.1328125)","(2.6171875, 3.640625)","(1.6171875, 3.26171875)","(1.3203125, 3.46484375)","(1.48046875, 4.28515625)","(2.03515625, 3.26953125)","(2.32421875, 3.45703125)","(2.1796875, 4.28515625)","(1.71875, 2.125)","(1.87109375, 2.12890625)","(1.62109375, 2.13671875)","(2.00390625, 2.1640625)"
18,"(1.77734375, 2.171875)","(1.8125, 2.53515625)","(1.4296875, 2.5234375)","(1.1640625, 3.046875)","(1.0625, 3.55859375)","(2.18359375, 2.5546875)","(2.5, 3.07421875)","(2.6171875, 3.58203125)","(1.59765625, 3.16796875)","(1.33203125, 3.43359375)","(1.4765625, 4.28515625)","(2.0390625, 3.171875)","(2.33203125, 3.44140625)","(2.1875, 4.28125)","(1.7109375, 2.08984375)","(1.86328125, 2.09375)","(1.61328125, 2.1015625)","(1.99609375, 2.125)"
19,"(1.77734375, 2.171875)","(1.8125, 2.53515625)","(1.4296875, 2.5234375)","(1.1640625, 3.046875)","(1.0625, 3.55859375)","(2.18359375, 2.5546875)","(2.5, 3.07421875)","(2.6171875, 3.58203125)","(1.59765625, 3.16796875)","(1.33203125, 3.4296875)","(1.48046875, 4.28515625)","(2.0390625, 3.171875)","(2.33203125, 3.44140625)","(2.1875, 4.28125)","(1.7109375, 2.08984375)","(1.86328125, 2.09375)","(1.61328125, 2.1015625)","(1.99609375, 2.125)"
20,"(1.78125, 2.171875)","(1.8125, 2.53515625)","(1.4296875, 2.5234375)","(1.1640625, 3.046875)","(1.0625, 3.55859375)","(2.18359375, 2.5546875)","(2.5, 3.07421875)","(2.6171875, 3.578125)","(1.6015625, 3.17578125)","(1.33203125, 3.4375)","(1.48046875, 4.28515625)","(2.0390625, 3.1796875)","(2.33203125, 3.44140625)","(2.1875, 4.28125)","(1.7109375, 2.08984375)","(1.86328125, 2.09375)","(1.61328125, 2.1015625)","(1.99609375, 2.125)"
21,"(1.78125, 2.171875)","(1.8125, 2.53515625)","(1.4296875, 2.52734375)","(1.1640625, 3.046875)","(1.0625, 3.55859375)","(2.18359375, 2.5546875)","(2.5, 3.07421875)","(2.6171875, 3.578125)","(1.6015625, 3.16796875)","(1.33203125, 3.4296875)","(1.48046875, 4.28515625)","(2.0390625, 3.17578125)","(2.33203125, 3.44921875)","(2.1875, 4.28125)","(1.7109375, 2.08984375)","(1.86328125, 2.09375)","(1.61328125, 2.1015625)","(1.99609375, 2.125)"
22,"(1.7734375, 2.140625)","(1.8125, 2.484375)","(1.43359375, 2.47265625)","(1.1640625, 2.98046875)","(1.05859375, 3.50390625)","(2.1796875, 2.50390625)","(2.4921875, 3.0)","(2.6015625, 3.51953125)","(1.58203125, 3.05078125)","(1.31640625, 3.5234375)","(1.47265625, 4.296875)","(2.03515625, 3.05859375)","(2.33203125, 3.41796875)","(2.1875, 4.28125)","(1.703125, 2.0546875)","(1.859375, 2.0625)","(1.60546875, 2.05859375)","(1.9921875, 2.08984375)"
23,"(1.7734375, 2.13671875)","(1.80859375, 2.484375)","(1.43359375, 2.47265625)","(1.1640625, 2.98046875)","(1.05859375, 3.50390625)","(2.1796875, 2.50390625)","(2.4921875, 3.0)","(2.6015625, 3.51953125)","(1.578125, 3.046875)","(1.31640625, 3.5234375)","(1.47265625, 4.296875)","(2.03125, 3.0546875)","(2.33203125, 3.4140625)","(2.1875, 4.28125)","(1.703125, 2.0546875)","(1.859375, 2.0625)","(1.60546875, 2.05859375)","(1.9921875, 2.08984375)"
24,"(1.77734375, 2.078125)","(1.8046875, 2.421875)","(1.4296875, 2.41796875)","(1.1640625, 2.91796875)","(1.06640625, 3.4375)","(2.17578125, 2.43359375)","(2.4921875, 2.921875)","(2.59765625, 3.45703125)","(1.5859375, 2.9609375)","(1.3203125, 3.328125)","(1.46484375, 4.2734375)","(2.0390625, 2.97265625)","(2.31640625, 3.31640625)","(2.1953125, 4.26953125)","(1.70703125, 1.9921875)","(1.859375, 1.99609375)","(1.609375, 2.0)","(1.98828125, 2.02734375)"
25,"(1.77734375, 2.078125)","(1.8046875, 2.42578125)","(1.4296875, 2.41796875)","(1.1640625, 2.91796875)","(1.06640625, 3.4375)","(2.17578125, 2.4375)","(2.48828125, 2.921875)","(2.59765625, 3.45703125)","(1.5859375, 2.9609375)","(1.31640625, 3.32421875)","(1.46484375, 4.2734375)","(2.0390625, 2.96875)","(2.31640625, 3.3203125)","(2.1953125, 4.26953125)","(1.70703125, 1.9921875)","(1.859375, 1.99609375)","(1.609375, 2.0)","(1.98828125, 2.0234375)"
26,"(1.77734375, 1.98828125)","(1.8125, 2.34765625)","(1.4375, 2.33203125)","(1.171875, 2.8359375)","(1.05859375, 3.34375)","(2.1796875, 2.3671875)","(2.484375, 2.85546875)","(2.60546875, 3.37109375)","(1.58984375, 2.9140625)","(1.31640625, 3.40625)","(1.46875, 4.2734375)","(2.046875, 2.921875)","(2.328125, 3.4375)","(2.19140625, 4.26953125)","(1.70703125, 1.91015625)","(1.859375, 1.9140625)","(1.61328125, 1.92578125)","(1.98828125, 1.94140625)"
27,"(1.77734375, 1.98828125)","(1.8125, 2.34765625)","(1.4375, 2.33203125)","(1.171875, 2.83984375)","(1.05859375, 3.34375)","(2.18359375, 2.3671875)","(2.484375, 2.859375)","(2.60546875, 3.3671875)","(1.58984375, 2.9140625)","(1.31640625, 3.3984375)","(1.46875, 4.2734375)","(2.046875, 2.921875)","(2.328125, 3.4375)","(2.19140625, 4.26953125)","(1.70703125, 1.91015625)","(1.859375, 1.9140625)","(1.61328125, 1.921875)","(1.98828125, 1.9453125)"
28,"(1.78125, 1.90234375)","(1.80859375, 2.28125)","(1.43359375, 2.2734375)","(1.16796875, 2.76953125)","(1.06640625, 3.26953125)","(2.1796875, 2.29296875)","(2.4921875, 2.796875)","(2.59765625, 3.296875)","(1.578125, 2.8671875)","(1.31640625, 3.39453125)","(1.47265625, 4.28515625)","(2.0390625, 2.87890625)","(2.33203125, 3.41796875)","(2.1875, 4.2734375)","(1.70703125, 1.82421875)","(1.859375, 1.828125)","(1.609375, 1.84375)","(1.98828125, 1.859375)"
29,"(1.78125, 1.90234375)","(1.80859375, 2.28125)","(1.43359375, 2.2734375)","(1.16796875, 2.76953125)","(1.06640625, 3.26953125)","(2.1796875, 2.29296875)","(2.4921875, 2.796875)","(2.59765625, 3.296875)","(1.578125, 2.8671875)","(1.3203125, 3.39453125)","(1.46875, 4.28125)","(2.04296875, 2.87890625)","(2.328125, 3.4140625)","(2.1875, 4.2734375)","(1.70703125, 1.82421875)","(1.859375, 1.828125)","(1.609375, 1.84375)","(1.98828125, 1.859375)"
30,"(1.78125, 1.80859375)","(1.8125, 2.1953125)","(1.43359375, 2.1875)","(1.16015625, 2.69140625)","(1.0703125, 3.203125)","(2.1875, 2.2109375)","(2.49609375, 2.71484375)","(2.59765625, 3.20703125)","(1.578125, 2.8203125)","(1.328125, 3.3671875)","(1.4765625, 4.27734375)","(2.04296875, 2.8359375)","(2.328125, 3.421875)","(2.1875, 4.27734375)","(1.7109375, 1.73046875)","(1.859375, 1.73046875)","(1.61328125, 1.75390625)","(1.98828125, 1.76171875)"
31,"(1.78125, 1.80859375)","(1.8125, 2.1953125)","(1.43359375, 2.1875)","(1.1640625, 2.69140625)","(1.0703125, 3.203125)","(2.18359375, 2.2109375)","(2.49609375, 2.71484375)","(2.59765625, 3.20703125)","(1.578125, 2.8203125)","(1.328125, 3.3671875)","(1.4765625, 4.27734375)","(2.04296875, 2.8359375)","(2.328125, 3.421875)","(2.1875, 4.27734375)","(1.7109375, 1.73046875)","(1.859375, 1.73046875)","(1.61328125, 1.75390625)","(1.98828125, 1.76171875)"
32,"(1.78125, 1.80859375)","(1.8125, 2.1953125)","(1.43359375, 2.1875)","(1.1640625, 2.69140625)","(1.0703125, 3.203125)","(2.18359375, 2.2109375)","(2.49609375, 2.71484375)","(2.59765625, 3.20703125)","(1.578125, 2.81640625)","(1.328125, 3.3671875)","(1.4765625, 4.27734375)","(2.04296875, 2.8359375)","(2.328125, 3.421875)","(2.1875, 4.27734375)","(1.7109375, 1.73046875)","(1.859375, 1.73046875)","(1.61328125, 1.75390625)","(1.98828125, 1.76171875)"
33,"(1.78125, 1.80859375)","(1.8125, 2.1953125)","(1.43359375, 2.1875)","(1.1640625, 2.69140625)","(1.0703125, 3.203125)","(2.18359375, 2.2109375)","(2.49609375, 2.71484375)","(2.59765625, 3.20703125)","(1.578125, 2.81640625)","(1.328125, 3.37109375)","(1.4765625, 4.27734375)","(2.04296875, 2.8359375)","(2.328125, 3.421875)","(2.1875, 4.2734375)","(1.7109375, 1.73046875)","(1.859375, 1.73046875)","(1.61328125, 1.75390625)","(1.98828125, 1.76171875)"
34,"(1.77734375, 1.69921875)","(1.8125, 2.1015625)","(1.43359375, 2.09765625)","(1.171875, 2.59375)","(1.0625, 3.1015625)","(2.1796875, 2.11328125)","(2.49609375, 2.625)","(2.59375, 3.1484375)","(1.578125, 2.79296875)","(1.33984375, 3.42578125)","(1.48046875, 4.2890625)","(2.0546875, 2.796875)","(2.3203125, 3.4765625)","(2.1875, 4.26953125)","(1.703125, 1.62109375)","(1.8515625, 1.62109375)","(1.6015625, 1.65625)","(1.984375, 1.65625)"
35,"(1.77734375, 1.69921875)","(1.8125, 2.1015625)","(1.43359375, 2.09765625)","(1.171875, 2.58984375)","(1.0625, 3.10546875)","(2.1796875, 2.11328125)","(2.4921875, 2.625)","(2.59375, 3.1484375)","(1.578125, 2.7890625)","(1.33984375, 3.42578125)","(1.48046875, 4.2890625)","(2.0546875, 2.796875)","(2.3203125, 3.4765625)","(2.1875, 4.26953125)","(1.703125, 1.62109375)","(1.8515625, 1.62109375)","(1.6015625, 1.65625)","(1.984375, 1.65625)"
36,"(1.78125, 1.5546875)","(1.8203125, 2.01171875)","(1.4296875, 2.01171875)","(1.171875, 2.51171875)","(1.0625, 3.0078125)","(2.1953125, 2.015625)","(2.49609375, 2.53515625)","(2.609375, 3.05078125)","(1.578125, 2.7578125)","(1.35546875, 3.51171875)","(1.48828125, 4.2890625)","(2.06640625, 2.765625)","(2.3125, 3.49609375)","(2.18359375, 4.26953125)","(1.7109375, 1.48046875)","(1.859375, 1.4765625)","(1.6171875, 1.5234375)","(1.98828125, 1.53125)"
37,"(1.78125, 1.5546875)","(1.8203125, 2.01171875)","(1.4296875, 2.01171875)","(1.171875, 2.51171875)","(1.06640625, 3.0078125)","(2.1953125, 2.015625)","(2.49609375, 2.53515625)","(2.609375, 3.05078125)","(1.57421875, 2.7578125)","(1.35546875, 3.51171875)","(1.48828125, 4.2890625)","(2.0703125, 2.76953125)","(2.3125, 3.5)","(2.18359375, 4.26953125)","(1.7109375, 1.48046875)","(1.859375, 1.4765625)","(1.6171875, 1.5234375)","(1.98828125, 1.53125)"
38,"(1.79296875, 1.3828125)","(1.82421875, 1.90625)","(1.43359375, 1.91015625)","(1.1796875, 2.42578125)","(1.06640625, 2.9296875)","(2.20703125, 1.91015625)","(2.5, 2.4375)","(2.609375, 2.96484375)","(1.58203125, 2.73828125)","(1.3515625, 3.46875)","(1.48828125, 4.28515625)","(2.0859375, 2.75390625)","(2.30859375, 3.46875)","(2.17578125, 4.26953125)","(1.72265625, 1.31640625)","(1.87109375, 1.31640625)","(1.6328125, 1.37890625)","(2.00390625, 1.390625)"
39,"(1.79296875, 1.3828125)","(1.82421875, 1.90625)","(1.43359375, 1.90625)","(1.1796875, 2.42578125)","(1.06640625, 2.9296875)","(2.20703125, 1.91015625)","(2.5, 2.43359375)","(2.609375, 2.96484375)","(1.58203125, 2.73828125)","(1.3515625, 3.46484375)","(1.48828125, 4.28515625)","(2.0859375, 2.75390625)","(2.30859375, 3.46875)","(2.17578125, 4.26953125)","(1.72265625, 1.3203125)","(1.87109375, 1.31640625)","(1.6328125, 1.37890625)","(2.00390625, 1.390625)"
40,"(1.8125, 1.234375)","(1.8359375, 1.79296875)","(1.4453125, 1.796875)","(1.1796875, 2.328125)","(1.07421875, 2.8515625)","(2.21875, 1.796875)","(2.50390625, 2.34375)","(2.62109375, 2.87109375)","(1.59765625, 2.73046875)","(1.32421875, 3.4453125)","(1.4921875, 4.28515625)","(2.078125, 2.75)","(2.328125, 3.3984375)","(2.1796875, 4.265625)","(1.73828125, 1.16796875)","(1.89453125, 1.16796875)","(1.64453125, 1.23828125)","(2.0234375, 1.25390625)"
41,"(1.8125, 1.234375)","(1.83984375, 1.79296875)","(1.4453125, 1.80078125)","(1.1796875, 2.328125)","(1.07421875, 2.8515625)","(2.21875, 1.796875)","(2.50390625, 2.34375)","(2.62109375, 2.87109375)","(1.6015625, 2.73046875)","(1.32421875, 3.4453125)","(1.4921875, 4.28515625)","(2.078125, 2.75)","(2.328125, 3.3984375)","(2.1796875, 4.265625)","(1.73828125, 1.16796875)","(1.89453125, 1.16796875)","(1.64453125, 1.23828125)","(2.0234375, 1.25390625)"
42,"(1.8359375, 1.11328125)","(1.84375, 1.68359375)","(1.44921875, 1.6875)","(1.1875, 2.21875)","(1.08203125, 2.7265625)","(2.23046875, 1.6875)","(2.51171875, 2.2265625)","(2.625, 2.7421875)","(1.58203125, 2.72265625)","(1.31640625, 3.44921875)","(1.4921875, 4.27734375)","(2.0859375, 2.73828125)","(2.33203125, 3.39453125)","(None, None)","(1.76171875, 1.046875)","(1.9140625, 1.046875)","(1.66015625, 1.1171875)","(2.0390625, 1.125)"
43,"(1.8359375, 1.11328125)","(1.84375, 1.68359375)","(1.44921875, 1.6875)","(1.1875, 2.21875)","(1.08203125, 2.7265625)","(2.23046875, 1.6875)","(2.51171875, 2.2265625)","(2.625, 2.7421875)","(1.58203125, 2.7265625)","(1.31640625, 3.44921875)","(1.4921875, 4.27734375)","(2.0859375, 2.73828125)","(2.33203125, 3.390625)","(None, None)","(1.76171875, 1.046875)","(1.9140625, 1.046875)","(1.66015625, 1.1171875)","(2.0390625, 1.125)"
44,"(1.8359375, 1.109375)","(1.84375, 1.68359375)","(1.44921875, 1.6875)","(1.1875, 2.21484375)","(1.08203125, 2.72265625)","(2.23046875, 1.6875)","(2.51171875, 2.23046875)","(2.625, 2.74609375)","(1.58203125, 2.72265625)","(1.31640625, 3.44921875)","(1.4921875, 4.27734375)","(2.0859375, 2.73828125)","(2.33203125, 3.390625)","(None, None)","(1.76171875, 1.04296875)","(1.9140625, 1.04296875)","(1.66015625, 1.11328125)","(2.0390625, 1.12109375)"
45,"(1.8359375, 1.11328125)","(1.84375, 1.68359375)","(1.44921875, 1.6875)","(1.1875, 2.21484375)","(1.08203125, 2.72265625)","(2.23046875, 1.6875)","(2.51171875, 2.23046875)","(2.625, 2.74609375)","(1.578125, 2.7265625)","(1.31640625, 3.453125)","(1.4921875, 4.27734375)","(2.08984375, 2.73828125)","(2.33203125, 3.390625)","(None, None)","(1.76171875, 1.04296875)","(1.9140625, 1.04296875)","(1.66015625, 1.11328125)","(2.0390625, 1.12109375)"
46,"(1.84765625, 1.01953125)","(1.859375, 1.56640625)","(1.46484375, 1.56640625)","(1.1875, 2.09375)","(1.0859375, 2.60546875)","(2.2421875, 1.5703125)","(2.53515625, 2.140625)","(2.62890625, 2.65234375)","(1.60546875, 2.6640625)","(1.328125, 3.44921875)","(1.48828125, 4.28515625)","(2.09765625, 2.65625)","(2.3046875, 3.3671875)","(None, None)","(1.77734375, 0.94921875)","(1.9296875, 0.9453125)","(1.67578125, 1.01171875)","(2.0546875, 1.01953125)"
47,"(1.84765625, 1.01953125)","(1.859375, 1.56640625)","(1.46484375, 1.56640625)","(1.1875, 2.09375)","(1.0859375, 2.6015625)","(2.2421875, 1.5703125)","(2.53515625, 2.140625)","(2.62890625, 2.65234375)","(1.60546875, 2.6640625)","(1.328125, 3.44921875)","(1.48828125, 4.28515625)","(2.09765625, 2.65625)","(2.3046875, 3.3671875)","(None, None)","(1.77734375, 0.94921875)","(1.9296875, 0.9453125)","(1.67578125, 1.01171875)","(2.0546875, 1.01953125)"
48,"(1.86328125, 0.92578125)","(1.87109375, 1.45703125)","(1.484375, 1.45703125)","(1.20703125, 1.9765625)","(1.1015625, 2.46484375)","(2.25, 1.4609375)","(2.53125, 1.9921875)","(2.62890625, 2.48046875)","(1.640625, 2.57421875)","(1.41015625, 3.515625)","(1.484375, 4.28125)","(2.109375, 2.56640625)","(2.28515625, 3.484375)","(2.19140625, 4.265625)","(1.7890625, 0.84765625)","(1.9453125, 0.85546875)","(1.69140625, 0.90234375)","(2.0703125, 0.921875)"
49,"(1.86328125, 0.92578125)","(1.87109375, 1.45703125)","(1.484375, 1.45703125)","(1.20703125, 1.9765625)","(1.1015625, 2.46484375)","(2.25, 1.4609375)","(2.53125, 1.9921875)","(2.62890625, 2.48046875)","(1.640625, 2.57421875)","(1.41015625, 3.515625)","(1.484375, 4.28125)","(2.109375, 2.56640625)","(2.28125, 3.484375)","(2.19140625, 4.265625)","(1.7890625, 0.84765625)","(1.9453125, 0.85546875)","(1.69140625, 0.90234375)","(2.0703125, 0.921875)"
50,"(1.87109375, 0.8828125)","(1.8828125, 1.375)","(1.49609375, 1.375)","(1.2109375, 1.87109375)","(1.1015625, 2.36328125)","(2.25, 1.37890625)","(2.54296875, 1.890625)","(2.63671875, 2.37109375)","(1.65234375, 2.52734375)","(1.4609375, 3.40625)","(1.48046875, 4.26953125)","(2.1171875, 2.51171875)","(2.2890625, 3.44921875)","(2.21875, 4.25)","(1.796875, 0.80859375)","(1.95703125, 0.8125)","(1.6953125, 0.86328125)","(2.078125, 0.87890625)"
51,"(1.87109375, 0.8828125)","(1.87890625, 1.375)","(1.49609375, 1.375)","(1.2109375, 1.87109375)","(1.1015625, 2.36328125)","(2.25, 1.37890625)","(2.54296875, 1.890625)","(2.63671875, 2.37109375)","(1.65234375, 2.52734375)","(1.4609375, 3.40625)","(1.48046875, 4.26953125)","(2.1171875, 2.5078125)","(2.2890625, 3.44921875)","(2.21875, 4.25)","(1.796875, 0.80859375)","(1.95703125, 0.8125)","(1.6953125, 0.86328125)","(2.078125, 0.87890625)"
52,"(1.87109375, 0.92578125)","(1.890625, 1.37109375)","(1.4921875, 1.36328125)","(1.17578125, 1.77734375)","(1.0859375, 2.24609375)","(2.27734375, 1.37890625)","(2.5859375, 1.81640625)","(2.65625, 2.3046875)","(1.6484375, 2.56640625)","(1.4296875, 3.46875)","(1.4921875, 4.2734375)","(2.125, 2.56640625)","(2.390625, 3.4140625)","(2.234375, 4.25390625)","(1.80078125, 0.8515625)","(1.95703125, 0.859375)","(1.69921875, 0.90625)","(2.078125, 0.921875)"
