,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
43,"(1.7109375, 1.8359375)","(1.8203125, 2.1484375)","(1.46875, 2.140625)","(0.87890625, 2.0234375)","(0.5625, 1.67578125)","(2.16015625, 2.1171875)","(2.765625, 2.03515625)","(3.0390625, 1.61328125)","(1.56640625, 3.1953125)","(None, None)","(None, None)","(2.05078125, 3.19921875)","(2.69140625, 3.5234375)","(2.3671875, 4.17578125)","(1.6484375, 1.765625)","(1.78125, 1.7578125)","(1.578125, 1.80859375)","(1.9375, 1.78515625)"
44,"(1.7109375, 1.8359375)","(1.8203125, 2.15234375)","(1.46875, 2.140625)","(0.8828125, 2.0234375)","(0.5625, 1.67578125)","(2.15625, 2.11328125)","(2.765625, 2.03515625)","(3.0390625, 1.61328125)","(1.56640625, 3.1796875)","(0.98046875, 3.5703125)","(1.234375, 4.1875)","(2.05078125, 3.203125)","(2.69140625, 3.5234375)","(2.3671875, 4.171875)","(1.64453125, 1.765625)","(1.78125, 1.7578125)","(1.578125, 1.8125)","(1.9375, 1.78515625)"
45,"(1.7109375, 1.8359375)","(1.81640625, 2.1484375)","(1.46484375, 2.13671875)","(0.87890625, 2.0234375)","(0.5625, 1.67578125)","(2.15625, 2.1171875)","(2.765625, 2.03515625)","(3.0390625, 1.61328125)","(1.5625, 3.18359375)","(0.98046875, 3.5703125)","(1.234375, 4.19140625)","(2.0546875, 3.21484375)","(2.69140625, 3.5234375)","(2.3671875, 4.171875)","(1.64453125, 1.76171875)","(1.78125, 1.7578125)","(1.578125, 1.80859375)","(1.9375, 1.78515625)"
46,"(1.70703125, 1.8359375)","(1.81640625, 2.1484375)","(1.46875, 2.13671875)","(0.87890625, 2.0234375)","(0.5625, 1.67578125)","(2.15625, 2.1171875)","(2.765625, 2.03515625)","(3.0390625, 1.61328125)","(1.56640625, 3.18359375)","(0.98046875, 3.5703125)","(1.234375, 4.1875)","(2.0546875, 3.20703125)","(2.69140625, 3.5234375)","(2.3671875, 4.171875)","(1.64453125, 1.76171875)","(1.78125, 1.7578125)","(1.578125, 1.80859375)","(1.9375, 1.78515625)"
47,"(1.75, 2.11328125)","(1.84375, 2.359375)","(1.48046875, 2.3671875)","(0.890625, 2.15234375)","(0.55859375, 1.72265625)","(2.18359375, 2.3125)","(2.73828125, 2.09765625)","(3.0234375, 1.703125)","(1.5703125, 3.37109375)","(1.01171875, 3.578125)","(1.2265625, 4.1875)","(2.078125, 3.375)","(2.671875, 3.515625)","(2.3671875, 4.17578125)","(1.6796875, 2.046875)","(1.8203125, 2.03515625)","(1.59765625, 2.07421875)","(1.95703125, 2.03515625)"
48,"(1.75, 2.1171875)","(1.84765625, 2.359375)","(1.48046875, 2.3671875)","(0.890625, 2.15234375)","(0.55859375, 1.72265625)","(2.18359375, 2.3125)","(2.73828125, 2.09765625)","(3.02734375, 1.69921875)","(1.5703125, 3.37109375)","(1.01171875, 3.578125)","(1.2265625, 4.1875)","(2.08203125, 3.375)","(2.671875, 3.515625)","(2.3671875, 4.171875)","(1.6796875, 2.046875)","(1.8203125, 2.03515625)","(1.59765625, 2.07421875)","(1.95703125, 2.03515625)"
49,"(1.765625, 2.32421875)","(1.84375, 2.53515625)","(1.4765625, 2.5390625)","(0.98046875, 2.18359375)","(0.57421875, 1.7421875)","(2.17578125, 2.46484375)","(2.64453125, 2.1484375)","(3.0078125, 1.73828125)","(1.63671875, 3.56640625)","(1.0546875, 3.58203125)","(1.234375, 4.19140625)","(2.08984375, 3.51953125)","(2.64453125, 3.515625)","(2.359375, 4.1875)","(1.69140625, 2.25390625)","(1.83203125, 2.2421875)","(1.609375, 2.2734375)","(1.9609375, 2.2265625)"
50,"(1.765625, 2.32421875)","(1.84375, 2.53515625)","(1.48046875, 2.54296875)","(0.98046875, 2.18359375)","(0.57421875, 1.7421875)","(2.17578125, 2.46484375)","(2.64453125, 2.1484375)","(3.0078125, 1.7421875)","(1.6328125, 3.56640625)","(1.0546875, 3.58203125)","(1.234375, 4.19140625)","(2.0859375, 3.5234375)","(2.64453125, 3.515625)","(2.359375, 4.1875)","(1.69140625, 2.25390625)","(1.83203125, 2.2421875)","(1.609375, 2.2734375)","(1.9609375, 2.2265625)"
51,"(1.78125, 2.546875)","(1.8671875, 2.64453125)","(1.5546875, 2.66015625)","(1.0625, 2.28515625)","(0.58984375, 1.8671875)","(2.171875, 2.59375)","(2.59765625, 2.25)","(3.01953125, 1.83203125)","(1.6484375, 3.70703125)","(1.11328125, 3.58984375)","(1.23828125, 4.1953125)","(2.0859375, 3.68359375)","(2.6171875, 3.55859375)","(2.35546875, 4.19140625)","(1.70703125, 2.4765625)","(1.84765625, 2.46484375)","(1.609375, 2.4375)","(1.97265625, 2.41796875)"
52,"(1.78125, 2.546875)","(1.86328125, 2.6484375)","(1.55078125, 2.66015625)","(1.05859375, 2.28515625)","(0.58984375, 1.87109375)","(2.171875, 2.59375)","(2.59375, 2.25390625)","(3.01953125, 1.828125)","(1.6484375, 3.69921875)","(1.11328125, 3.58984375)","(1.23828125, 4.1953125)","(2.08984375, 3.671875)","(2.609375, 3.5546875)","(2.35546875, 4.19140625)","(1.70703125, 2.4765625)","(1.84765625, 2.46875)","(1.609375, 2.4375)","(1.97265625, 2.41796875)"
53,"(1.78125, 2.546875)","(1.86328125, 2.6484375)","(1.55078125, 2.66015625)","(1.05859375, 2.28515625)","(0.58984375, 1.8671875)","(2.171875, 2.59375)","(2.59375, 2.25390625)","(3.015625, 1.83203125)","(1.6484375, 3.703125)","(1.1171875, 3.58984375)","(1.2421875, 4.1953125)","(2.08984375, 3.67578125)","(2.61328125, 3.5546875)","(2.359375, 4.1875)","(1.70703125, 2.48046875)","(1.84765625, 2.46875)","(1.609375, 2.4375)","(1.97265625, 2.4140625)"
54,"(1.78125, 2.58984375)","(1.8671875, 2.69140625)","(1.5546875, 2.69921875)","(1.05859375, 2.3359375)","(0.59765625, 1.92578125)","(2.17578125, 2.64453125)","(2.6171875, 2.3046875)","(3.03515625, 1.8828125)","(1.65234375, 3.73828125)","(1.12890625, 3.6015625)","(1.2421875, 4.1953125)","(2.09375, 3.72265625)","(2.6015625, 3.546875)","(2.359375, 4.19140625)","(1.70703125, 2.5234375)","(1.84765625, 2.51171875)","(1.61328125, 2.484375)","(1.9765625, 2.46484375)"
55,"(1.78125, 2.58984375)","(1.8671875, 2.69140625)","(1.5546875, 2.703125)","(1.0625, 2.3359375)","(0.59765625, 1.92578125)","(2.17578125, 2.64453125)","(2.6171875, 2.3046875)","(3.03515625, 1.8828125)","(1.65234375, 3.73828125)","(1.1328125, 3.59765625)","(1.2421875, 4.1953125)","(2.09375, 3.72265625)","(2.6015625, 3.546875)","(2.359375, 4.19140625)","(1.70703125, 2.5234375)","(1.84765625, 2.51171875)","(1.61328125, 2.484375)","(1.9765625, 2.46484375)"
56,"(1.796875, 2.6328125)","(1.87890625, 2.73046875)","(1.5546875, 2.7421875)","(1.0703125, 2.3828125)","(0.58984375, 1.9609375)","(2.19140625, 2.68359375)","(2.65625, 2.33984375)","(3.04296875, 1.9375)","(1.66015625, 3.7734375)","(1.14453125, 3.6015625)","(1.2421875, 4.2109375)","(2.09765625, 3.75)","(2.5859375, 3.54296875)","(2.359375, 4.19921875)","(1.71875, 2.5625)","(1.86328125, 2.55078125)","(1.625, 2.51953125)","(1.9921875, 2.5)"
57,"(1.8125, 2.6484375)","(1.87890625, 2.76171875)","(1.5703125, 2.76953125)","(1.06640625, 2.4140625)","(0.58984375, 2.0)","(2.1875, 2.71875)","(2.65234375, 2.38671875)","(3.03125, 2.00390625)","(1.65234375, 3.828125)","(1.15234375, 3.59765625)","(1.2421875, 4.2109375)","(2.0859375, 3.80859375)","(2.57421875, 3.54296875)","(2.35546875, 4.20703125)","(1.734375, 2.58203125)","(1.875, 2.5703125)","(1.63671875, 2.5546875)","(1.99609375, 2.52734375)"
58,"(1.80078125, 2.66015625)","(1.8984375, 2.8046875)","(1.59375, 2.81640625)","(1.0703125, 2.4375)","(0.60546875, 2.0390625)","(2.20703125, 2.75390625)","(2.66015625, 2.41796875)","(3.04296875, 2.03515625)","(1.67578125, 3.8671875)","(1.18359375, 3.58203125)","(1.2421875, 4.2109375)","(2.09375, 3.83984375)","(2.5546875, 3.55078125)","(2.35546875, 4.203125)","(1.7265625, 2.59375)","(1.8671875, 2.578125)","(1.63671875, 2.57421875)","(1.99609375, 2.5390625)"
59,"(1.79296875, 2.6953125)","(1.8828125, 2.8046875)","(1.59765625, 2.8203125)","(1.06640625, 2.4375)","(0.60546875, 2.0234375)","(2.1796875, 2.76171875)","(2.63671875, 2.421875)","(3.04296875, 2.03125)","(1.65625, 3.86328125)","(1.19921875, 3.5625)","(None, None)","(2.0703125, 3.86328125)","(2.53515625, 3.53515625)","(2.359375, 4.203125)","(1.71875, 2.62890625)","(1.859375, 2.6171875)","(1.6328125, 2.6015625)","(1.9921875, 2.5703125)"
60,"(1.79296875, 2.6953125)","(1.8828125, 2.8046875)","(1.59375, 2.8203125)","(1.06640625, 2.4375)","(0.6015625, 2.0234375)","(2.1796875, 2.76171875)","(2.63671875, 2.421875)","(3.0390625, 2.03515625)","(1.65234375, 3.86328125)","(1.19921875, 3.5625)","(1.2421875, 4.20703125)","(2.0703125, 3.859375)","(2.53125, 3.53515625)","(2.359375, 4.203125)","(1.71875, 2.62890625)","(1.859375, 2.6171875)","(1.6328125, 2.6015625)","(1.98828125, 2.5703125)"
61,"(1.7890625, 2.68359375)","(1.8828125, 2.78125)","(1.58984375, 2.796875)","(1.05859375, 2.421875)","(0.61328125, 2.01953125)","(2.18359375, 2.7421875)","(2.64453125, 2.3984375)","(3.04296875, 2.015625)","(1.66796875, 3.828125)","(1.19921875, 3.55859375)","(1.23828125, 4.203125)","(2.0859375, 3.8203125)","(2.53515625, 3.5234375)","(2.359375, 4.19921875)","(1.71484375, 2.6171875)","(1.85546875, 2.6015625)","(1.62890625, 2.578125)","(1.984375, 2.55859375)"
62,"(1.7890625, 2.68359375)","(1.88671875, 2.78515625)","(1.59375, 2.80078125)","(1.0546875, 2.41796875)","(0.61328125, 2.01953125)","(2.1875, 2.73828125)","(2.64453125, 2.3984375)","(3.04296875, 2.015625)","(1.66796875, 3.828125)","(1.19921875, 3.55859375)","(1.23828125, 4.203125)","(2.0859375, 3.82421875)","(2.53515625, 3.5234375)","(2.359375, 4.19921875)","(1.71484375, 2.6171875)","(1.85546875, 2.6015625)","(1.62890625, 2.578125)","(1.984375, 2.55859375)"
63,"(1.79296875, 2.66015625)","(1.8828125, 2.765625)","(1.58203125, 2.7734375)","(1.0625, 2.40625)","(0.609375, 2.00390625)","(2.18359375, 2.71484375)","(2.66015625, 2.375)","(3.05078125, 2.0)","(1.66015625, 3.81640625)","(1.20703125, 3.5546875)","(1.23828125, 4.19921875)","(2.08203125, 3.80859375)","(2.53515625, 3.51953125)","(2.359375, 4.19921875)","(1.71875, 2.59765625)","(1.85546875, 2.58203125)","(1.625, 2.546875)","(1.984375, 2.53125)"
64,"(1.79296875, 2.66015625)","(1.8828125, 2.765625)","(1.58203125, 2.7734375)","(1.0625, 2.40625)","(0.609375, 2.00390625)","(2.18359375, 2.71484375)","(2.6640625, 2.37109375)","(3.05078125, 2.0)","(1.6640625, 3.81640625)","(1.20703125, 3.5546875)","(1.23828125, 4.19921875)","(2.08203125, 3.8046875)","(2.53515625, 3.51953125)","(2.359375, 4.19921875)","(1.71875, 2.59765625)","(1.85546875, 2.58203125)","(1.625, 2.546875)","(1.984375, 2.53125)"
65,"(1.79296875, 2.66015625)","(1.8828125, 2.765625)","(1.58203125, 2.7734375)","(1.0625, 2.40625)","(0.609375, 2.00390625)","(2.18359375, 2.71484375)","(2.66015625, 2.375)","(3.05078125, 2.00390625)","(1.6640625, 3.81640625)","(1.20703125, 3.5546875)","(1.23828125, 4.19921875)","(2.08203125, 3.80859375)","(2.53515625, 3.51953125)","(2.359375, 4.19921875)","(1.71875, 2.59765625)","(1.85546875, 2.58203125)","(1.625, 2.546875)","(1.984375, 2.53125)"
66,"(1.79296875, 2.625)","(1.875, 2.703125)","(1.5625, 2.703125)","(1.0390625, 2.33203125)","(0.609375, 1.94140625)","(2.17578125, 2.66015625)","(2.6484375, 2.3125)","(3.0546875, 1.93359375)","(1.66796875, 3.72265625)","(1.2109375, 3.5234375)","(1.2421875, 4.1875)","(2.09375, 3.70703125)","(2.52734375, 3.48828125)","(2.36328125, 4.1953125)","(1.71875, 2.5546875)","(1.859375, 2.54296875)","(1.625, 2.49609375)","(1.98828125, 2.48828125)"
67,"(1.79296875, 2.625)","(1.87890625, 2.703125)","(1.56640625, 2.70703125)","(1.0390625, 2.33203125)","(0.609375, 1.94140625)","(2.17578125, 2.66015625)","(2.6484375, 2.31640625)","(3.0546875, 1.93359375)","(1.66796875, 3.71875)","(1.2109375, 3.5234375)","(1.2421875, 4.1875)","(2.09765625, 3.703125)","(None, None)","(None, None)","(1.71875, 2.5546875)","(1.859375, 2.54296875)","(1.625, 2.49609375)","(1.98828125, 2.48828125)"
68,"(1.79296875, 2.625)","(1.875, 2.69921875)","(1.56640625, 2.70703125)","(1.04296875, 2.33203125)","(0.609375, 1.94140625)","(2.17578125, 2.66015625)","(2.64453125, 2.31640625)","(3.0546875, 1.93359375)","(1.6640625, 3.72265625)","(1.2109375, 3.5234375)","(1.2421875, 4.1875)","(2.08984375, 3.7109375)","(2.53125, 3.484375)","(2.36328125, 4.1953125)","(1.71875, 2.5546875)","(1.859375, 2.54296875)","(1.625, 2.49609375)","(1.98828125, 2.48828125)"
69,"(1.79296875, 2.625)","(1.875, 2.69921875)","(1.56640625, 2.703125)","(1.04296875, 2.33203125)","(0.61328125, 1.9453125)","(2.17578125, 2.66015625)","(2.64453125, 2.31640625)","(3.05078125, 1.9375)","(1.6640625, 3.71875)","(1.2109375, 3.5234375)","(1.2421875, 4.1875)","(2.09375, 3.70703125)","(2.53125, 3.484375)","(2.36328125, 4.1953125)","(1.71875, 2.5546875)","(1.859375, 2.54296875)","(1.625, 2.49609375)","(1.98828125, 2.48828125)"
70,"(1.78125, 2.58203125)","(1.875, 2.6640625)","(1.5625, 2.6796875)","(None, None)","(None, None)","(2.18359375, 2.60546875)","(2.64453125, 2.2734375)","(3.05078125, 1.890625)","(1.67578125, 3.6640625)","(1.20703125, 3.515625)","(1.2421875, 4.1796875)","(2.09765625, 3.63671875)","(2.52734375, 3.4765625)","(2.3671875, 4.19140625)","(1.70703125, 2.515625)","(1.84765625, 2.50390625)","(1.6171875, 2.45703125)","(1.9765625, 2.4453125)"
71,"(1.78125, 2.58203125)","(1.875, 2.6640625)","(1.5625, 2.6796875)","(None, None)","(None, None)","(2.1796875, 2.609375)","(2.64453125, 2.2734375)","(3.05078125, 1.890625)","(1.671875, 3.6640625)","(1.2109375, 3.515625)","(1.2421875, 4.1796875)","(2.09375, 3.63671875)","(2.52734375, 3.4765625)","(2.3671875, 4.19140625)","(1.70703125, 2.515625)","(1.84765625, 2.50390625)","(1.6171875, 2.45703125)","(1.9765625, 2.4453125)"
72,"(1.77734375, 2.53125)","(1.875, 2.62109375)","(1.58203125, 2.65234375)","(1.0234375, 2.25)","(0.6015625, 1.85546875)","(2.17578125, 2.5546875)","(2.64453125, 2.21484375)","(3.0546875, 1.83984375)","(1.69140625, 3.5859375)","(1.2109375, 3.484375)","(1.24609375, 4.1796875)","(2.10546875, 3.56640625)","(2.5234375, 3.453125)","(2.3671875, 4.1875)","(1.703125, 2.46484375)","(1.83984375, 2.453125)","(1.609375, 2.41796875)","(1.97265625, 2.390625)"
73,"(None, None)","(1.87890625, 2.625)","(1.5859375, 2.65625)","(1.0234375, 2.25)","(0.6015625, 1.85546875)","(2.17578125, 2.5546875)","(2.64453125, 2.21484375)","(3.0546875, 1.83984375)","(1.69140625, 3.5859375)","(1.2109375, 3.484375)","(1.24609375, 4.1796875)","(2.10546875, 3.56640625)","(2.5234375, 3.45703125)","(2.36328125, 4.1875)","(None, None)","(None, None)","(1.609375, 2.41796875)","(1.97265625, 2.390625)"
74,"(1.7734375, 2.4921875)","(1.8671875, 2.5703125)","(1.578125, 2.609375)","(None, None)","(None, None)","(2.171875, 2.5)","(2.640625, 2.16796875)","(3.046875, 1.78515625)","(1.68359375, 3.5234375)","(1.203125, 3.4765625)","(1.23828125, 4.17578125)","(2.09765625, 3.51171875)","(2.515625, 3.44921875)","(2.3671875, 4.1875)","(1.6953125, 2.4296875)","(1.8359375, 2.4140625)","(1.6015625, 2.37890625)","(1.9609375, 2.3515625)"
75,"(1.76953125, 2.4375)","(1.86328125, 2.51171875)","(1.58203125, 2.5546875)","(None, None)","(None, None)","(2.16796875, 2.44140625)","(2.63671875, 2.11328125)","(3.05078125, 1.71875)","(1.6875, 3.453125)","(1.203125, 3.46875)","(1.234375, 4.171875)","(2.10546875, 3.4296875)","(2.5078125, 3.4453125)","(2.3671875, 4.1875)","(1.69140625, 2.375)","(1.8359375, 2.359375)","(1.59765625, 2.32421875)","(1.9609375, 2.296875)"
76,"(1.765625, 2.37890625)","(1.859375, 2.453125)","(1.5546875, 2.48046875)","(1.0078125, 2.07421875)","(0.6015625, 1.69140625)","(2.1640625, 2.38671875)","(2.63671875, 2.06640625)","(3.04296875, 1.66796875)","(1.69140625, 3.3984375)","(1.203125, 3.46484375)","(1.234375, 4.171875)","(2.1171875, 3.37109375)","(2.5078125, 3.44140625)","(2.3671875, 4.18359375)","(1.68359375, 2.3125)","(1.83203125, 2.296875)","(1.5859375, 2.25)","(1.95703125, 2.234375)"
77,"(1.765625, 2.375)","(1.859375, 2.44921875)","(1.55078125, 2.4765625)","(1.0078125, 2.078125)","(0.6015625, 1.6953125)","(2.16796875, 2.38671875)","(2.63671875, 2.0625)","(3.0390625, 1.671875)","(1.6875, 3.40234375)","(1.203125, 3.46484375)","(1.234375, 4.171875)","(2.1171875, 3.37890625)","(2.5078125, 3.44140625)","(2.3671875, 4.18359375)","(1.68359375, 2.3125)","(1.83203125, 2.296875)","(1.5859375, 2.25)","(1.95703125, 2.234375)"
78,"(1.765625, 2.375)","(1.859375, 2.44921875)","(1.5546875, 2.48046875)","(1.0078125, 2.07421875)","(0.60546875, 1.69921875)","(2.16796875, 2.38671875)","(2.6328125, 2.06640625)","(3.0390625, 1.671875)","(1.6875, 3.40234375)","(1.203125, 3.46875)","(1.234375, 4.171875)","(2.12109375, 3.375)","(2.51171875, 3.44140625)","(2.3671875, 4.18359375)","(1.68359375, 2.3125)","(1.83203125, 2.296875)","(1.58984375, 2.25390625)","(1.95703125, 2.234375)"
79,"(1.7578125, 2.30859375)","(1.859375, 2.38671875)","(1.5625, 2.42578125)","(1.0078125, 2.01953125)","(0.578125, 1.609375)","(2.1640625, 2.32421875)","(2.63671875, 1.9921875)","(3.04296875, 1.59765625)","(1.66015625, 3.3203125)","(1.20703125, 3.4609375)","(1.234375, 4.16796875)","(2.11328125, 3.30078125)","(2.50390625, 3.4140625)","(2.37109375, 4.17578125)","(1.6796875, 2.24609375)","(1.82421875, 2.2265625)","(1.5859375, 2.1875)","(1.953125, 2.1640625)"
80,"(1.76171875, 2.25390625)","(1.85546875, 2.33984375)","(1.5625, 2.37890625)","(1.0, 1.95703125)","(0.5703125, 1.546875)","(2.15234375, 2.2734375)","(2.640625, 1.92578125)","(3.046875, 1.5390625)","(1.65234375, 3.203125)","(1.21484375, 3.44921875)","(1.234375, 4.16796875)","(2.109375, 3.1796875)","(2.515625, 3.40625)","(2.375, 4.171875)","(1.6796875, 2.1875)","(1.82421875, 2.171875)","(1.5859375, 2.12890625)","(1.94921875, 2.10546875)"
81,"(1.76171875, 2.25390625)","(1.859375, 2.34375)","(1.5703125, 2.38671875)","(1.0, 1.95703125)","(0.5703125, 1.546875)","(2.15625, 2.26953125)","(2.63671875, 1.9296875)","(None, None)","(1.65625, 3.203125)","(1.21484375, 3.44921875)","(1.23828125, 4.16796875)","(2.109375, 3.1796875)","(2.515625, 3.40625)","(2.375, 4.171875)","(1.6796875, 2.1875)","(1.82421875, 2.171875)","(1.5859375, 2.12890625)","(1.94921875, 2.10546875)"
82,"(1.7578125, 2.19921875)","(1.8515625, 2.28515625)","(1.5703125, 2.33203125)","(1.0, 1.90234375)","(0.58984375, 1.515625)","(2.1484375, 2.21484375)","(2.63671875, 1.875)","(3.0390625, 1.48046875)","(1.66015625, 3.15625)","(1.22265625, 3.43359375)","(1.234375, 4.1640625)","(2.109375, 3.12890625)","(2.5234375, 3.390625)","(2.37890625, 4.171875)","(1.6796875, 2.1328125)","(1.8203125, 2.1171875)","(1.58203125, 2.078125)","(1.9453125, 2.05078125)"
83,"(1.7578125, 2.1328125)","(1.8515625, 2.2265625)","(1.55859375, 2.26171875)","(1.0, 1.84375)","(0.5625, 1.4375)","(2.15234375, 2.15625)","(2.6328125, 1.8203125)","(3.0234375, 1.4375)","(1.625, 3.078125)","(1.2265625, 3.41796875)","(1.234375, 4.1640625)","(2.109375, 3.0703125)","(2.53515625, 3.3828125)","(2.37890625, 4.171875)","(1.67578125, 2.06640625)","(1.8203125, 2.0546875)","(1.58203125, 2.0078125)","(1.94921875, 1.98828125)"
84,"(1.7578125, 2.1328125)","(1.8515625, 2.2265625)","(1.55859375, 2.26171875)","(1.0, 1.84375)","(0.56640625, 1.4375)","(2.15234375, 2.15625)","(2.6328125, 1.8203125)","(3.0234375, 1.4375)","(1.62890625, 3.078125)","(1.2265625, 3.41796875)","(1.234375, 4.16015625)","(2.109375, 3.06640625)","(2.53515625, 3.3828125)","(2.37890625, 4.171875)","(1.67578125, 2.06640625)","(1.8203125, 2.0546875)","(1.58203125, 2.0078125)","(1.94921875, 1.98828125)"
85,"(1.76171875, 2.06640625)","(1.86328125, 2.16015625)","(1.59375, 2.22265625)","(None, None)","(None, None)","(2.16015625, 2.0859375)","(2.6328125, 1.75390625)","(3.0234375, 1.375)","(1.63671875, 3.015625)","(1.2265625, 3.390625)","(1.23046875, 4.16015625)","(2.11328125, 3.01171875)","(2.53515625, 3.35546875)","(2.3828125, 4.16796875)","(1.68359375, 2.0)","(1.828125, 1.984375)","(1.5859375, 1.94140625)","(1.953125, 1.9296875)"
86,"(1.76171875, 2.06640625)","(1.86328125, 2.16015625)","(1.59375, 2.21875)","(1.00390625, 1.78515625)","(0.5703125, 1.375)","(2.16015625, 2.0859375)","(2.63671875, 1.75390625)","(3.0234375, 1.375)","(1.6328125, 3.015625)","(1.23046875, 3.390625)","(1.23046875, 4.16015625)","(2.10546875, 3.015625)","(2.53515625, 3.35546875)","(2.3828125, 4.16796875)","(1.68359375, 2.0)","(1.828125, 1.984375)","(1.5859375, 1.94140625)","(1.953125, 1.9296875)"
87,"(1.76171875, 2.0)","(1.85546875, 2.09765625)","(1.5625, 2.14453125)","(0.99609375, 1.7265625)","(None, None)","(2.15234375, 2.02734375)","(2.64453125, 1.6875)","(3.02734375, 1.3125)","(1.609375, 2.95703125)","(1.2109375, 3.3828125)","(1.23046875, 4.16015625)","(2.1015625, 2.96484375)","(2.54296875, 3.3515625)","(2.3828125, 4.16796875)","(1.6796875, 1.9375)","(1.82421875, 1.91796875)","(1.578125, 1.87890625)","(1.9453125, 1.85546875)"
88,"(1.76171875, 1.93359375)","(1.8515625, 2.04296875)","(1.56640625, 2.0859375)","(None, None)","(None, None)","(2.15625, 1.97265625)","(2.640625, 1.62890625)","(3.03125, 1.25390625)","(1.59765625, 2.91796875)","(1.19921875, 3.3671875)","(1.2265625, 4.16015625)","(2.1015625, 2.92578125)","(2.5546875, 3.34375)","(2.37890625, 4.16796875)","(1.68359375, 1.8671875)","(1.828125, 1.85546875)","(1.5859375, 1.8125)","(1.953125, 1.796875)"
89,"(1.76171875, 1.93359375)","(1.85546875, 2.04296875)","(1.56640625, 2.0859375)","(0.98828125, 1.66015625)","(0.5625, 1.25390625)","(2.15625, 1.97265625)","(2.640625, 1.62890625)","(3.03125, 1.25390625)","(1.59765625, 2.9140625)","(1.19921875, 3.3671875)","(1.2265625, 4.16015625)","(2.109375, 2.92578125)","(2.5546875, 3.34375)","(2.3828125, 4.16796875)","(1.68359375, 1.8671875)","(1.828125, 1.85546875)","(1.58203125, 1.8125)","(1.953125, 1.796875)"
90,"(1.76171875, 1.8671875)","(1.85546875, 1.984375)","(1.55859375, 2.02734375)","(0.99609375, 1.60546875)","(0.56640625, 1.19921875)","(2.16015625, 1.9140625)","(2.6328125, 1.58203125)","(3.02734375, 1.19140625)","(1.59375, 2.859375)","(1.18359375, 3.34765625)","(1.2265625, 4.15625)","(2.109375, 2.87109375)","(2.55859375, 3.33984375)","(2.37890625, 4.16796875)","(1.68359375, 1.80078125)","(1.828125, 1.78515625)","(1.58984375, 1.75390625)","(1.953125, 1.73828125)"
91,"(1.765625, 1.8671875)","(1.85546875, 1.98046875)","(1.55859375, 2.0234375)","(0.99609375, 1.6015625)","(0.56640625, 1.19921875)","(2.15625, 1.9140625)","(2.6328125, 1.578125)","(3.02734375, 1.19140625)","(1.59375, 2.859375)","(1.18359375, 3.34765625)","(1.2265625, 4.15625)","(2.109375, 2.87109375)","(2.5546875, 3.3359375)","(2.37890625, 4.16796875)","(1.68359375, 1.8046875)","(1.828125, 1.78515625)","(1.5859375, 1.75390625)","(1.953125, 1.73828125)"
92,"(1.76171875, 1.7265625)","(1.8515625, 1.84765625)","(1.56640625, 1.89453125)","(0.98828125, 1.46484375)","(0.5625, 1.0625)","(2.15234375, 1.77734375)","(2.6328125, 1.4375)","(3.03515625, 1.05078125)","(1.6015625, 2.765625)","(1.1640625, 3.3125)","(1.2265625, 4.15234375)","(2.125, 2.7578125)","(2.55859375, 3.3046875)","(2.3828125, 4.16015625)","(1.68359375, 1.66015625)","(1.83203125, 1.64453125)","(1.5859375, 1.60546875)","(1.953125, 1.59375)"
93,"(1.76171875, 1.7265625)","(1.8515625, 1.84765625)","(1.56640625, 1.8984375)","(None, None)","(None, None)","(2.1484375, 1.77734375)","(2.6328125, 1.4375)","(3.03515625, 1.0546875)","(1.59765625, 2.765625)","(1.1640625, 3.3125)","(1.2265625, 4.15234375)","(2.12109375, 2.7578125)","(2.5546875, 3.3046875)","(2.3828125, 4.16015625)","(1.68359375, 1.66015625)","(1.828125, 1.64453125)","(1.5859375, 1.60546875)","(1.953125, 1.59375)"
94,"(1.76171875, 1.7265625)","(1.8515625, 1.84765625)","(1.5625, 1.89453125)","(None, None)","(None, None)","(2.1484375, 1.77734375)","(2.6328125, 1.4375)","(3.03515625, 1.0546875)","(1.59765625, 2.765625)","(1.1640625, 3.3125)","(1.2265625, 4.15234375)","(2.11328125, 2.7578125)","(2.55859375, 3.3046875)","(2.3828125, 4.16015625)","(1.68359375, 1.66015625)","(1.83203125, 1.64453125)","(1.5859375, 1.60546875)","(1.953125, 1.59375)"
95,"(1.76171875, 1.7265625)","(1.8515625, 1.84765625)","(1.5625, 1.89453125)","(0.98828125, 1.46875)","(0.5625, 1.0625)","(2.1484375, 1.77734375)","(2.6328125, 1.4375)","(3.03125, 1.05859375)","(1.59765625, 2.765625)","(1.1640625, 3.3125)","(1.2265625, 4.15234375)","(2.11328125, 2.75390625)","(2.55859375, 3.3046875)","(2.3828125, 4.16015625)","(1.68359375, 1.66015625)","(1.83203125, 1.6484375)","(1.5859375, 1.60546875)","(1.953125, 1.59375)"
