18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
1.580078125,-0.00390625,1.379006118,-0.007612763,0.559382967,0.012779693,1.13956956,0.016047865,0.596863737,0.001585027,0.583752928,-0.012259248,1.176991291,0.010831616,0.614359095,0.021794399,0.807253434,0.01338269,0.737570452,0.023760061,0.319884547,-0.005270952,0.779393857,0.009054716,0.753645893,0.022402895,0.349705932,-0.011911864,0.609460467,0.011516814,0.390747462,0.014038568,0.64312538,0.002906434,0.670174901,0.001309181,0.388967756,0.008453835,0.657539189,-0.00011603,0.291506769,0,1.087050492,0.012352448,0.312800688,-0.013927029,1.088387447,-0.007374325,2.008527825,0.016041069,2.025393362,0.014664427,1.298529766,-0.00149823,1.374394875,-0.001443284,1.271140932,-0.007730583,1.271783063,-0.007678688,1.677963075,0.012240037,1.751594034,0.006537885,1.156094399,-0.00221076,1.206671519,0.016394702,4
1.576171875,-0.00390625,1.367424859,-0.015549756,0.560312671,-0.010920286,1.147593493,0,0.601940288,0.008568077,0.566965728,-0.021315152,1.177742954,-0.00932829,0.629185066,0.007857541,0.807253434,-0.01338269,0.765857724,0.032814483,0.312933771,-0.008630598,0.775340687,-0.017161055,0.778118312,0.026541942,0.3506793,0.0138586,0.612453397,-0.005530953,0.380229741,-0.03507401,0.653405915,0.017654637,0.676949243,0.012239503,0.380284563,-0.025820219,0.661603745,0.008245142,0.300395995,0.017778453,1.098200894,0.009948356,0.309278412,0.006882475,1.080311115,-0.008778339,2.029760422,0.026424125,2.041113332,0.016775513,1.318410636,0.04125997,1.387877908,0.028409351,1.263992083,-0.006567115,1.26304186,-0.009803719,1.684979614,0.001793043,1.75314618,-0.003433594,1.159279928,0.008581819,1.220460606,0.011183472,4
1.5703125,-0.0078125,1.352043403,-0.015213156,0.55782047,0.005935883,1.152518593,0.0098502,0.606249496,5.03E-05,0.550164863,-0.012286578,1.175936742,0.005715866,0.64146911,0.016710546,0.798201205,-0.004721768,0.807386449,0.050242967,0.308754378,0.000271813,0.772292341,0.011064362,0.816356236,0.049933905,0.352731151,-0.0097549,0.618811462,0.018247083,0.358209359,-0.008966754,0.666713283,0.008960097,0.687744842,0.009351694,0.370136513,0.005524118,0.668692765,0.005932897,0.316292468,0.014014492,1.10888909,0.011428036,0.31021104,-0.005017218,1.077154373,0.002464855,2.052336662,0.018728355,2.061379803,0.023757429,1.348500276,0.01891931,1.403259674,0.002354181,1.244968285,-0.03148048,1.245044877,-0.026190246,1.688539696,0.005327122,1.753937082,0.005015398,1.160919093,-0.005303489,1.234012428,0.015920173,4
1.568359375,0.00390625,1.342621278,-0.003631093,0.565376494,0.009176165,1.159916847,0.004946307,0.60367117,-0.005206991,0.542114628,-0.003813891,1.178794675,0,0.651504828,0.00336089,0.795840321,0,0.832237497,-0.000540872,0.306964072,-0.003852425,0.775931754,-0.003785535,0.839400844,-0.003844687,0.347853701,0,0.628899445,0.001928883,0.356486791,0.005521618,0.670954541,-0.00047758,0.692420689,0,0.372898572,0,0.670230617,-0.002857193,0.324264375,0.001929322,1.115908962,0.002611708,0.305994513,-0.003415836,1.074681009,-0.007411583,2.061700839,0,2.071337667,-0.0038417,1.357959932,0,1.404436765,0,1.229528994,0.000601898,1.231949754,0,1.693811233,0.005215952,1.75644478,0,1.15556701,-0.005400677,1.243570701,0.003196372,4
1.568359375,-0.00390625,1.336902301,-0.007806862,0.569964577,0,1.156213708,-0.012352584,0.594937873,-0.012259601,0.540638094,0.000860822,1.17443897,-0.008711409,0.647838656,-0.010693234,0.796840862,0.002001081,0.853518406,0.043102691,0.307604926,0.005134133,0.778785405,0.009492838,0.856069191,0.03718138,0.34380382,-0.008099762,0.634821384,0.009914994,0.35366028,-0.01117464,0.678513656,0.01559581,0.692905162,0.000968945,0.371697812,-0.002401518,0.677451168,0.017298295,0.334954974,0.019451877,1.127905655,0.021381679,0.310358478,0.012143767,1.081496968,0.021043502,2.063346264,0.003290849,2.071692717,0.0045518,1.355858253,-0.004203358,1.400074619,-0.008724293,1.209929302,-0.039801283,1.215816419,-0.03226667,1.685927208,-0.020984004,1.748792668,-0.015304225,1.142546541,-0.020640261,1.237198466,-0.015940842,4
1.5625,-0.0078125,1.336979113,0.007960487,0.555791363,-0.028346428,1.141428326,-0.017218182,0.594880749,0.012145353,0.534495321,-0.013146368,1.165727736,-0.00871106,0.645164602,0.005345126,0.812660626,0.029638447,0.894432559,0.038725615,0.309494085,-0.001355815,0.787499114,0.007934579,0.891367444,0.033415127,0.342924286,0.006340692,0.636090667,-0.007376429,0.342730409,-0.010685102,0.703728259,0.034833395,0.698067379,0.009355489,0.369350632,-0.002292842,0.689651436,0.007102242,0.340955221,-0.007451384,1.148520838,0.019848687,0.317655272,0.00244982,1.095143227,0.006249015,2.070788925,0.011594472,2.076608364,0.005279493,1.343935528,-0.019642092,1.390566099,-0.010292746,1.176524295,-0.027008731,1.185508797,-0.028348573,1.658785429,-0.033299555,1.733352055,-0.015577001,1.130028796,-0.004395229,1.228781003,-0.000894083,4
1.55859375,0,1.330777486,-0.020363742,0.536268869,-0.01069856,1.125443671,-0.014751127,0.598339481,-0.005227888,0.531603339,0.007362406,1.148750083,-0.025244245,0.630409888,-0.034854555,0.832829761,0.010699825,0.930328093,0.033065452,0.307824783,-0.001982789,0.804865107,0.026797408,0.930555976,0.044961937,0.336469149,-0.019250965,0.63379881,0.002792715,0.33588873,-0.002998255,0.734890299,0.027490684,0.693710303,-0.01806964,0.364605095,-0.007198231,0.716526453,0.046647793,0.345056665,0.015654273,1.170038868,0.023187372,0.334187485,0.030614606,1.127288559,0.05804165,2.077451029,0.001729737,2.085005817,0.011515414,1.324729853,-0.018769258,1.372579742,-0.025679967,1.147282779,-0.031474302,1.154915245,-0.032838531,1.625551454,-0.033168394,1.702443821,-0.046239466,1.116470498,-0.022721368,1.200501482,-0.05566496,4
1.556640625,-0.00390625,1.326453745,0.01171626,0.53243848,0.003037781,1.122401441,0.008666666,0.599207867,0.00696466,0.528221647,-0.01412579,1.131769828,-0.008716266,0.616663298,0.007361375,0.836620273,-0.003118802,0.989957201,0.086192765,0.333273951,0.052881125,0.8294533,0.022378978,0.987513607,0.068953324,0.334640841,0.015594348,0.650202786,0.030015238,0.319988608,-0.02880199,0.762297142,0.027323003,0.686426043,0.003501119,0.353373862,-0.015264236,0.759420612,0.039140525,0.371607862,0.03744812,1.200507326,0.037749543,0.359149702,0.01930983,1.176171459,0.039724151,2.089614233,0.02259667,2.103003909,0.02448077,1.32815229,0.025614134,1.360510824,0.001542129,1.099762332,-0.063566591,1.116907165,-0.043177629,1.60197353,-0.013987454,1.668436296,-0.021775585,1.097557281,-0.015105065,1.17115766,-0.003022684,4
1.5546875,0,1.33426459,0.00390543,0.527828748,-0.012257246,1.112542933,-0.028383681,0.59483422,-0.015711955,0.521158753,0,1.121253765,-0.01231586,0.614320655,-0.012046661,0.849400779,0.028679814,1.078392347,0.090677526,0.367682496,0.015935964,0.846416104,0.011546631,1.070625947,0.097271354,0.370265348,0.055654667,0.66388307,-0.002654669,0.301346907,-0.008481412,0.806112321,0.060307355,0.69850919,0.020665175,0.331843729,-0.027796029,0.799842305,0.041702862,0.405976831,0.03128982,1.248243455,0.057722716,0.386293468,0.034977702,1.221430893,0.050794717,2.117745725,0.033666314,2.13206282,0.033637052,1.33947845,-0.002961813,1.373350807,0.024137838,1.040075074,-0.055807927,1.064499747,-0.061637209,1.577552476,-0.034854654,1.649426153,-0.0162447,1.079263287,-0.021482923,1.162849175,-0.013594287,4
