,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,"(1.78125, 2.40625)","(1.78515625, 2.7890625)","(1.3671875, 2.78515625)","(1.015625, 3.28515625)","(0.890625, 3.85546875)","(2.203125, 2.796875)","(2.546875, 3.31640625)","(2.6796875, 3.8828125)","(1.55078125, 3.35546875)","(1.1640625, 3.546875)","(1.30859375, 4.265625)","(2.0, 3.3671875)","(2.3984375, 3.515625)","(2.234375, 4.296875)","(1.703125, 2.3515625)","(1.85546875, 2.34765625)","(1.58984375, 2.42578125)","(1.96484375, 2.43359375)",1.7890625,1.5315688443553557,0.5838504497354181,1.1716145543917162,0.6112251560646453,0.5817690265004768,1.1859055908091924,0.6229580902649572,0.7331376710595101,0.9418275768792888,0.4314947788103872,0.7982907154704043,0.9587755150613985,0.42518952575586805,0.8281342128025279,0.41230834207582134,0.5855988604758594,0.8531378776500608,0.46252375361299014,0.6080715225715639,0.300882693932058,1.0233033070420152,0.24843872837746633,1.0290652164593663,1.9185096615052692,1.9441669568866764,1.2968985314130208,1.26950120156747,0.976796846881748,0.9855214058589747,1.7010137788908597,1.728417414229705,1.165614789248173,1.1893553043725253,4
1,"(1.78125, 2.40625)","(1.7890625, 2.7890625)","(1.37109375, 2.78515625)","(1.015625, 3.28515625)","(0.890625, 3.85546875)","(2.203125, 2.796875)","(2.546875, 3.31640625)","(2.6796875, 3.8828125)","(1.55078125, 3.35546875)","(1.1640625, 3.546875)","(1.30859375, 4.265625)","(2.00390625, 3.3671875)","(2.3984375, 3.515625)","(2.234375, 4.296875)","(1.703125, 2.3515625)","(1.85546875, 2.34765625)","(1.58984375, 2.42578125)","(1.96484375, 2.4296875)",1.7890625,1.5315688443553557,0.5838504497354181,1.1732088762802695,0.6134802622958317,0.5817690265004768,1.1859055908091924,0.6229580902649572,0.7331376710595101,0.9418275768792888,0.4314947788103872,0.7982907154704043,0.9578281121280647,0.42153125463340496,0.8281342128025279,0.41230834207582134,0.5855988604758594,0.8500290809593296,0.46252375361299014,0.6080715225715639,0.300882693932058,1.0233033070420152,0.24843872837746633,1.0290652164593663,1.9185096615052692,1.9441669568866764,1.2968985314130208,1.26950120156747,0.976796846881748,0.9863958052274515,1.7010137788908597,1.728417414229705,1.165614789248173,1.1893553043725253,4
2,"(1.7734375, 2.3359375)","(1.78515625, 2.7578125)","(1.359375, 2.76171875)","(1.0234375, 3.26171875)","(0.8984375, 3.84375)","(2.20703125, 2.76953125)","(2.5234375, 3.27734375)","(2.66796875, 3.8359375)","(1.5625, 3.35546875)","(1.171875, 3.53125)","(1.30078125, 4.2734375)","(2.00390625, 3.36328125)","(2.375, 3.5078125)","(2.23828125, 4.296875)","(1.69921875, 2.27734375)","(1.8515625, 2.27734375)","(1.58984375, 2.36328125)","(1.96484375, 2.37109375)",1.76953125,1.5000813780008737,0.5953027599268816,1.17611861854271,0.6023736414437886,0.5769889598299304,1.1617597294386273,0.59831968895843,0.753298816171453,0.9545487573079361,0.42835375389572866,0.8008193588493053,0.9625637281053461,0.39824597112290416,0.8242557752347341,0.41524007080994724,0.5886525637592285,0.8150968866155192,0.4398826026357061,0.6301545259398682,0.30770243114543716,1.049044510383437,0.27413415718004297,1.0586586119427854,1.9943194780837052,2.015280524100879,1.33815149144725,1.3172579310944572,1.0411237191769345,1.0528774978080901,1.7433082157657176,1.7464782155030054,1.1914574784068304,1.2036385369117517,4
3,"(1.7734375, 2.3359375)","(1.78515625, 2.7578125)","(1.359375, 2.7578125)","(1.0234375, 3.26171875)","(0.8984375, 3.84765625)","(2.20703125, 2.76953125)","(2.5234375, 3.27734375)","(2.66796875, 3.8359375)","(1.5625, 3.35546875)","(1.171875, 3.53125)","(1.30078125, 4.2734375)","(2.00390625, 3.36328125)","(2.375, 3.5078125)","(2.23828125, 4.296875)","(1.69921875, 2.27734375)","(1.8515625, 2.27734375)","(1.58984375, 2.36328125)","(1.96484375, 2.3671875)",1.76953125,1.5000813780008737,0.5991224865636826,1.1833100938977545,0.605619940800592,0.5769889598299304,1.1617597294386273,0.59831968895843,0.753298816171453,0.9545487573079361,0.42835375389572866,0.8008193588493053,0.9625637281053461,0.39824597112290416,0.8265757914810353,0.4181877346901897,0.5858072771958581,0.8150968866155192,0.4398826026357061,0.6301545259398682,0.30770243114543716,1.049044510383437,0.27413415718004297,1.0586586119427854,1.9943194780837052,2.015280524100879,1.33815149144725,1.3172579310944572,1.0411237191769345,1.0528774978080901,1.7466878882907393,1.7464782155030054,1.1914574784068304,1.2036385369117517,4
4,"(1.77734375, 2.25390625)","(1.78125, 2.71484375)","(1.359375, 2.71484375)","(1.046875, 3.234375)","(0.9140625, 3.8046875)","(2.19921875, 2.73046875)","(2.51171875, 3.25)","(2.66796875, 3.8125)","(1.5703125, 3.31640625)","(1.19921875, 3.50390625)","(1.30078125, 4.2734375)","(2.0078125, 3.3125)","(2.35546875, 3.484375)","(2.24609375, 4.296875)","(1.703125, 2.1953125)","(1.85546875, 2.19921875)","(1.59765625, 2.296875)","(1.96875, 2.3125)",1.75390625,1.4649270809630979,0.5855728031701096,1.1773116078890553,0.6062746652521137,0.5837981778834189,1.1792023526420572,0.6062746652521137,0.7762044100189154,0.9942614888464327,0.41577255956720194,0.8198287263965566,1.0128040751925136,0.38782197435042604,0.8179747194147032,0.4144676673344074,0.6076824451155081,0.8281342128025279,0.453125,0.642337649721702,0.30960573781928685,1.0696351072657033,0.28168369339562416,1.080048103674091,2.074998382200047,2.096055313195852,1.3772176718387692,1.3595153034635405,1.0824824194768996,1.0833912369341119,1.7748737988806766,1.795112076769599,1.2226624900000511,1.2375416758291669,4
5,"(1.77734375, 2.25390625)","(1.78125, 2.71484375)","(1.359375, 2.71484375)","(1.046875, 3.234375)","(0.9140625, 3.8046875)","(2.19921875, 2.73046875)","(2.51171875, 3.25)","(2.66796875, 3.8125)","(1.5703125, 3.31640625)","(1.19921875, 3.50390625)","(1.30078125, 4.2734375)","(2.00390625, 3.30859375)","(2.35546875, 3.48828125)","(2.24609375, 4.296875)","(1.703125, 2.1953125)","(1.85546875, 2.19921875)","(1.59765625, 2.296875)","(1.96875, 2.3125)",1.75390625,1.4649270809630979,0.5855728031701096,1.1773116078890553,0.6062746652521137,0.5837981778834189,1.1792023526420572,0.6062746652521137,0.7762044100189154,0.9942614888464327,0.41577255956720194,0.8159575621097352,1.0175237659425025,0.39482121151541494,0.8179747194147032,0.4144676673344074,0.6076824451155081,0.8336069293709791,0.45030439466161387,0.642337649721702,0.30960573781928685,1.0696351072657033,0.2849421285130763,1.080048103674091,2.074998382200047,2.096055313195852,1.3772176718387692,1.3630517804727742,1.0824824194768996,1.078747555762005,1.7748737988806766,1.795112076769599,1.2226624900000511,1.2375416758291669,4
6,"(1.78125, 2.203125)","(1.7890625, 2.6796875)","(1.3828125, 2.671875)","(1.05078125, 3.203125)","(0.91796875, 3.77734375)","(2.1953125, 2.703125)","(2.5078125, 3.22265625)","(2.6640625, 3.796875)","(1.5625, 3.234375)","(1.19921875, 3.4921875)","(1.29296875, 4.2734375)","(2.0, 3.24609375)","(2.35546875, 3.484375)","(2.24609375, 4.296875)","(1.70703125, 2.15234375)","(1.86328125, 2.15625)","(1.60546875, 2.26171875)","(1.9765625, 2.2734375)",1.74609375,1.4571621506212427,0.589377920359944,1.1992251119538087,0.6264753095506338,0.5950976687498973,1.1899645477912357,0.6062746652521137,0.7868548945008857,1.0734514304954894,0.4454666673925362,0.8198287263965566,1.0792142369060116,0.4279439055859132,0.8427547660518598,0.4005192247746199,0.6218794165986381,0.8627508268659106,0.4391882882535263,0.6516884807763311,0.3249474116107097,1.0973712374636488,0.302828866301786,1.1056412740817543,2.1271136374810378,2.1447304666120783,1.4143700028220383,1.404040147343217,1.0541954870895625,1.0656619426331047,1.7953883116064684,1.8219212311887278,1.2383798265179236,1.2519333193636204,4
7,"(1.78125, 2.203125)","(1.7890625, 2.6796875)","(1.3828125, 2.671875)","(1.05078125, 3.19921875)","(0.91796875, 3.77734375)","(2.1953125, 2.703125)","(2.5078125, 3.22265625)","(2.6640625, 3.796875)","(1.5625, 3.23828125)","(1.19921875, 3.4921875)","(1.29296875, 4.2734375)","(1.99609375, 3.25)","(2.35546875, 3.484375)","(2.24609375, 4.296875)","(1.70703125, 2.15234375)","(1.86328125, 2.15625)","(1.60546875, 2.26171875)","(1.9765625, 2.27734375)",1.74609375,1.4572197431694414,0.5931843522727568,1.1992251119538087,0.6231662552165553,0.5950976687498973,1.1899645477912357,0.6062746652521137,0.7868548945008857,1.0696707702095187,0.44321738502751107,0.8198287263965566,1.0763118812059078,0.42904781930456193,0.8402433642301571,0.4005192247746199,0.6218794165986381,0.86328125,0.4391882882535263,0.6516884807763311,0.32842713024781084,1.1011815054784622,0.302828866301786,1.1056412740817543,2.1271136374810378,2.1447304666120783,1.4143700028220383,1.404040147343217,1.0580170246333764,1.068693175115787,1.7953883116064684,1.8219212311887278,1.2352276525060573,1.2519333193636204,4
8,"(1.7890625, 2.19921875)","(1.796875, 2.671875)","(1.390625, 2.6640625)","(1.05078125, 3.18359375)","(0.921875, 3.75390625)","(2.19921875, 2.68359375)","(2.50390625, 3.203125)","(2.66015625, 3.76171875)","(1.5625, 3.19140625)","(1.203125, 3.46484375)","(0.006103515625, 0.0126495361328125)","(1.99609375, 3.2109375)","(2.33984375, 3.4765625)","(2.2421875, 4.29296875)","(1.71484375, 2.1484375)","(1.875, 2.15234375)","(1.6171875, 2.25390625)","(1.984375, 2.26953125)",1.73828125,1.453256252472895,0.584699212369328,1.1863751354078786,0.6208111581959727,0.5800353782650353,1.172525860922159,0.6022849760560299,3.6538343318099984,3.53933104732103,0.4515733130193258,0.8222261904142466,1.109663804837134,0.43441996170180763,0.8525295541064838,0.4033096718481346,3.851706013009131,0.8627508268659106,0.42885217099871664,0.675961861702687,0.319859626498973,3.338598325069471,0.31888018174935234,1.120828311346401,2.8213520990821586,2.142221120268634,1.39467895751361,1.3910309274116177,1.0177261918426292,1.0326842535732426,1.7801874572113185,1.7889132374961796,1.23046875,1.2324079461376112,4
9,"(1.7890625, 2.19921875)","(1.796875, 2.671875)","(1.390625, 2.66015625)","(1.05078125, 3.18359375)","(0.91796875, 3.7578125)","(2.19921875, 2.6875)","(2.50390625, 3.203125)","(2.66015625, 3.76171875)","(1.55859375, 3.1875)","(1.203125, 3.46484375)","(0.00469970703125, 0.0135345458984375)","(1.99609375, 3.21484375)","(2.33984375, 3.47265625)","(2.24609375, 4.29296875)","(1.71484375, 2.1484375)","(1.875, 2.15234375)","(1.6171875, 2.25390625)","(1.984375, 2.26953125)",1.7421875,1.453256252472895,0.589377920359944,1.1950954664076527,0.6240838011199398,0.5800353782650353,1.1689351144344209,0.5989187033990924,3.6534584170540927,3.5339274752892007,0.45086315871961086,0.8256522634597752,1.106731004185299,0.4296875,0.8577043419974333,0.4088334323298732,3.8540469304895653,0.860262325997861,0.4314594147338774,0.673553499290331,0.319859626498973,3.3381974105868744,0.31553700041803734,1.1199226243675553,2.82155383024856,2.1430507754079375,1.39467895751361,1.387444792327901,1.0147983414590926,1.03651149492013,1.7855023939575452,1.7889132374961796,1.23046875,1.2324079461376112,4
10,"(1.7890625, 2.19921875)","(1.796875, 2.66796875)","(1.390625, 2.66015625)","(1.05078125, 3.18359375)","(0.91796875, 3.75390625)","(2.19921875, 2.68359375)","(2.50390625, 3.203125)","(2.65625, 3.7578125)","(1.55859375, 3.1875)","(1.203125, 3.46484375)","(1.8358230590820312e-05, 5.2869319915771484e-05)","(1.9921875, 3.21484375)","(2.33984375, 3.4765625)","(2.24609375, 4.29296875)","(1.71484375, 2.1484375)","(1.875, 2.15234375)","(1.6171875, 2.25390625)","(1.984375, 2.26953125)",1.73828125,1.453256252472895,0.5855728031701096,1.1915087046111172,0.6240838011199398,0.5752276426079613,1.1674003110878997,0.6022849760560299,3.66772973899571,3.548094765181712,0.45086315871961086,0.8217713961553191,1.1076199255223167,0.4351569513010507,0.8551119404288906,0.4060433669207176,3.8644596162197,0.8577843944621588,0.42333730941066666,0.6742554125315755,0.319859626498973,3.352467030961071,0.31888018174935234,1.1199226243675553,2.8349619947976112,2.1430507754079375,1.39467895751361,1.3910309274116177,1.0147983414590926,1.0357383386985344,1.7820935845082078,1.7835999096477082,1.23046875,1.2324079461376112,4
11,"(1.7890625, 2.19921875)","(1.796875, 2.66796875)","(1.390625, 2.66015625)","(1.05078125, 3.18359375)","(0.91796875, 3.75390625)","(2.19921875, 2.68359375)","(2.50390625, 3.203125)","(2.65625, 3.7578125)","(1.5625, 3.19140625)","(1.203125, 3.46484375)","(0.007781982421875, 0.0125579833984375)","(1.99609375, 3.21875)","(2.33984375, 3.47265625)","(2.24609375, 4.29296875)","(1.71484375, 2.1484375)","(1.875, 2.15234375)","(1.6171875, 2.25390625)","(1.984375, 2.26953125)",1.73828125,1.453256252472895,0.5855728031701096,1.1915087046111172,0.6240838011199398,0.5752276426079613,1.1674003110878997,0.6022849760560299,3.653371312083199,3.538675517232092,0.4515733130193258,0.8256522634597752,1.1029260731579258,0.4273551758070358,0.85546875,0.4060433669207176,3.850470984681852,0.8522878934493394,0.4259424866729369,0.6742554125315755,0.319859626498973,3.338160467268592,0.31553700041803734,1.1199226243675553,2.8203626700298536,2.1430507754079375,1.39467895751361,1.387444792327901,1.0177261918426292,1.0403393235878018,1.7820935845082078,1.7835999096477082,1.23046875,1.2324079461376112,4
12,"(1.78515625, 2.19921875)","(1.796875, 2.63671875)","(1.40234375, 2.62890625)","(1.05078125, 3.1484375)","(0.921875, 3.70703125)","(2.1875, 2.6484375)","(2.5, 3.1640625)","(2.6484375, 3.70703125)","(1.546875, 3.1640625)","(1.20703125, 3.45703125)","(1.2890625, 4.26953125)","(1.984375, 3.20703125)","(2.33984375, 3.453125)","(2.24609375, 4.28515625)","(1.71484375, 2.14453125)","(1.87109375, 2.1484375)","(1.6171875, 2.23046875)","(1.984375, 2.2578125)",1.7265625,1.4493029793582026,0.5732746277554284,1.180340516694891,0.6273028862780822,0.5628932002456705,1.1545926149275825,0.6029306681742106,0.8166305014978087,1.135133667187619,0.4486919465408589,0.8372962817763868,1.1094368930798013,0.4323426488511456,0.8279130772469792,0.3792282781044453,0.6717387216442491,0.8312514685137404,0.39962293018309775,0.7043500612543897,0.3458961766759825,1.1461366194265956,0.33046505612592764,1.1494866593737072,2.128920584814124,2.1362580913392697,1.3843123927716785,1.371116007654098,0.9938316839463436,1.0273140442473336,1.737455913615598,1.737455913615598,1.2001345241165935,1.200801835786457,4
13,"(1.78515625, 2.19921875)","(1.79296875, 2.63671875)","(1.40234375, 2.62890625)","(1.05078125, 3.1484375)","(0.921875, 3.70703125)","(2.1875, 2.6484375)","(2.5, 3.1640625)","(2.6484375, 3.7109375)","(1.546875, 3.15625)","(1.203125, 3.4609375)","(1.2890625, 4.26953125)","(1.984375, 3.203125)","(2.33984375, 3.453125)","(2.24609375, 4.28515625)","(1.71484375, 2.14453125)","(1.87109375, 2.1484375)","(1.6171875, 2.23046875)","(1.984375, 2.2578125)",1.7265625,1.4493029793582026,0.5732746277554284,1.180340516694891,0.6273028862780822,0.5666621189308935,1.1581751287720912,0.6029306681742106,0.8131476535324397,1.1427433774727431,0.45934576862778437,0.8372962817763868,1.1132332774751772,0.43457799326077534,0.8330576122643394,0.3737160637289525,0.6717387216442491,0.8359740062122147,0.4021161370739957,0.7011473925043329,0.34765625,1.1461366194265956,0.33046505612592764,1.1494866593737072,2.128920584814124,2.1362580913392697,1.3894943612977078,1.371116007654098,0.986248836540822,1.0234822270760862,1.737455913615598,1.740846947811072,1.2001345241165935,1.200801835786457,4
14,"(1.78125, 2.14453125)","(1.79296875, 2.58203125)","(1.40625, 2.57421875)","(1.0625, 3.09375)","(0.9296875, 3.6484375)","(2.1796875, 2.58984375)","(2.5, 3.12109375)","(2.65625, 3.65625)","(1.55859375, 3.125)","(1.21484375, 3.44140625)","(1.2890625, 4.26171875)","(1.9921875, 3.14453125)","(2.34765625, 3.4453125)","(2.25, 4.28125)","(1.7109375, 2.09375)","(1.8671875, 2.09375)","(1.61328125, 2.18359375)","(1.98046875, 2.20703125)",1.7265625,1.4377600393195182,0.5703660077638744,1.1751841299378631,0.6229580902649572,0.5575000218960198,1.168047133657419,0.6203439853470412,0.8236631717563998,1.1682365391170253,0.46720121739895165,0.841622389834249,1.1655886074245116,0.46564728344330003,0.8182358386769139,0.3523861878544972,0.7108194441815464,0.8383526006447481,0.3737977146068613,0.7454287776172852,0.3795701336092251,1.1897401259866847,0.35822676619094923,1.1867866381174261,2.1736447376037558,2.1875313892837203,1.415168119222611,1.4187487093881794,1.0054326309557617,1.0220052000387523,1.728262914083188,1.7466878882907393,1.1906375593989813,1.2125493305042274,4
15,"(1.78125, 2.14453125)","(1.79296875, 2.58203125)","(1.40625, 2.57421875)","(1.0625, 3.09765625)","(0.9296875, 3.6484375)","(2.1796875, 2.58984375)","(2.5, 3.12109375)","(2.65625, 3.65625)","(1.55859375, 3.125)","(1.2109375, 3.44140625)","(1.2890625, 4.26171875)","(1.99609375, 3.14453125)","(2.34765625, 3.4453125)","(2.25, 4.28125)","(1.7109375, 2.09375)","(1.8671875, 2.09375)","(1.61328125, 2.18359375)","(1.98046875, 2.20703125)",1.7265625,1.4376910538798835,0.5665678648739376,1.1751841299378631,0.6262195133547421,0.5575000218960198,1.168047133657419,0.6203439853470412,0.8240243402237886,1.1682365391170253,0.4700827408054086,0.841622389834249,1.1647308274406687,0.462672186064618,0.8182358386769139,0.3492327318230101,0.7108194441815464,0.8352618472764245,0.3737977146068613,0.7454287776172852,0.374429905197555,1.1859055908091924,0.35822676619094923,1.1867866381174261,2.1736447376037558,2.1875313892837203,1.4167360774968816,1.4187487093881794,1.0054326309557617,1.0228185747795464,1.728262914083188,1.7466878882907393,1.1937540903071286,1.2125493305042274,4
16,"(1.78515625, 2.08203125)","(1.79296875, 2.53515625)","(1.41015625, 2.5234375)","(1.078125, 3.03125)","(0.9375, 3.57421875)","(2.17578125, 2.54296875)","(2.49609375, 3.05859375)","(2.65234375, 3.5859375)","(1.546875, 3.046875)","(1.21875, 3.40625)","(1.28515625, 4.2578125)","(2.0, 3.06640625)","(2.34765625, 3.43359375)","(2.25, 4.2734375)","(1.71484375, 2.03125)","(1.8671875, 2.03515625)","(1.6171875, 2.1328125)","(1.984375, 2.15625)",1.71484375,1.4182323704670632,0.5608836368637995,1.1521914623948681,0.6067275221487917,0.5500049937628407,1.1466889856813016,0.6070166705134629,0.8541478100687916,1.2388972245540841,0.4866378594499199,0.8455023758559908,1.2326493574721735,0.5056594983981934,0.8058717772009779,0.3275897792614454,0.7669193459570081,0.833945494556224,0.34065098094723356,0.7965781463008275,0.40050017556175926,1.2439121773191275,0.4033096718481346,1.2395190481404976,2.232492787861041,2.2401654100653206,1.440267800754646,1.4639424310423719,0.9938316839463436,1.0075475063435284,1.716142375597174,1.7360150255528644,1.1836001959395432,1.2079347852067595,4
17,"(1.78515625, 2.08203125)","(1.796875, 2.53515625)","(1.4140625, 2.5234375)","(1.078125, 3.03125)","(0.9375, 3.57421875)","(2.17578125, 2.54296875)","(2.49609375, 3.05859375)","(2.65234375, 3.58203125)","(1.546875, 3.046875)","(1.21875, 3.40625)","(1.28515625, 4.2578125)","(2.00390625, 3.06640625)","(2.34765625, 3.43359375)","(2.25, 4.2734375)","(1.71484375, 2.03125)","(1.8671875, 2.03515625)","(1.6171875, 2.1328125)","(1.984375, 2.15625)",1.71484375,1.4182323704670632,0.5608836368637995,1.1537993984041648,0.6088739927624598,0.5462608158254169,1.143137216309792,0.6070166705134629,0.8541478100687916,1.2388972245540841,0.4866378594499199,0.8455023758559908,1.231863049314178,0.502981831338121,0.8058717772009779,0.3275897792614454,0.7669193459570081,0.8284565963472378,0.33892206192943536,0.7999519333704526,0.40050017556175926,1.2439121773191275,0.4033096718481346,1.2395190481404976,2.232492787861041,2.2401654100653206,1.440267800754646,1.4639424310423719,0.9938316839463436,1.0083876750164096,1.716142375597174,1.7326321479633957,1.1836001959395432,1.2079347852067595,4
